CSD Code,Census subdivision (CSD) name,2006 Income Score,2006 Education Score,2006 Housing Score,2006 Labour Force Activity Score,2006 CWB Score,2006 2B Population,Type of collectivity,Province
3554042,James,83,45,94,75,74,415,Other,Ontario
3554044,Charlton and Dack,81,38,95,83,74,615,Other,Ontario
3554049,Evanturel,81,41,97,85,76,465,Other,Ontario
3554052,Englehart,81,50,94,79,76,1435,Other,Ontario
3554054,Chamberlain,75,50,98,89,78,320,Other,Ontario
3554056,Matachewan,,,,,,,Other,Ontario
3554057,Matachewan 72,,,,,67,75,First Nation,Ontario
3554058,McGarry,71,32,93,70,67,675,Other,Ontario
3554062,Larder Lake,82,49,97,72,75,735,Other,Ontario
3554066,Gauthier,,,,,72,135,Other,Ontario
3554068,Kirkland Lake,83,50,92,82,77,8030,Other,Ontario
3554091,"Timiskaming, Unorganized, East Part",,,,,,,Other,Ontario
3554094,"Timiskaming, Unorganized, West Part",86,48,92,81,77,3210,Other,Ontario
3556014,Black River-Matheson,82,47,94,81,76,2600,Other,Ontario
3556027,Timmins,87,51,96,85,80,42455,Other,Ontario
3556031,Iroquois Falls,88,52,95,80,79,4645,Other,Ontario
3556033,Abitibi 70,,,,,64,115,First Nation,Ontario
3556042,Cochrane,83,48,95,85,78,5430,Other,Ontario
3556048,Smooth Rock Falls,91,50,93,81,78,1440,Other,Ontario
3556052,Fauquier-Strickland,90,36,100,82,77,570,Other,Ontario
3556056,Moonbeam,87,54,97,74,78,1285,Other,Ontario
3556066,Kapuskasing,87,51,95,82,79,8355,Other,Ontario
3556070,Val Rita-Harty,80,50,91,78,75,935,Other,Ontario
3556073,Opasatika,81,55,95,79,78,280,Other,Ontario
3556076,Hearst,88,47,97,84,79,5510,Other,Ontario
3556077,Mattice-Val Côté,80,43,95,83,75,770,Other,Ontario
3556091,"Cochrane, Unorganized, South West Part",,,,,,,Other,Ontario
3556092,"Cochrane, Unorganized, North Part",84,42,95,80,75,2440,Other,Ontario
3556093,Fort Albany (Part) 67,,,,,,,First Nation,Ontario
3556094,Factory Island 1,,,,,,,First Nation,Ontario
3556095,Constance Lake 92,61,29,73,68,58,690,First Nation,Ontario
3556096,Moose Factory 68,,,,,,,First Nation,Ontario
3556098,"Cochrane, Unorganized, South East Part",,,,,,,Other,Ontario
3556100,Flying Post 73,,,,,,,First Nation,Ontario
3556102,New Post 69A,,,,,65,75,First Nation,Ontario
3556104,New Post 69,,,,,,,First Nation,Ontario
3556106,Moosonee,,,,,,,Other,Ontario
3557001,Jocelyn,90,57,96,68,78,280,Other,Ontario
3557004,Hilton,,,,,77,235,Other,Ontario
3557006,Hilton Beach,,,,,75,180,Other,Ontario
3557008,St. Joseph,88,58,96,85,82,1125,Other,Ontario
3557011,Laird,90,59,98,86,83,1075,Other,Ontario
3557014,Tarbutt and Tarbutt Additional,83,61,95,85,81,385,Other,Ontario
3557016,Johnson,74,46,84,73,69,700,Other,Ontario
3557019,Plummer Additional,79,57,98,80,78,625,Other,Ontario
3557021,Bruce Mines,83,59,96,85,81,560,Other,Ontario
3557026,Thessalon 12,,,,,67,115,First Nation,Ontario
3557028,Thessalon,82,50,93,85,77,1205,Other,Ontario
3557035,Huron Shores,80,48,96,81,76,1695,Other,Ontario
3557038,Blind River,87,54,93,82,79,3720,Other,Ontario
3557039,Spanish,74,35,84,67,65,730,Other,Ontario
3557040,North Shore,90,50,96,78,78,545,Other,Ontario
3557041,Elliot Lake,81,50,96,72,75,11440,Other,Ontario
3557051,"Macdonald, Meredith and Aberdeen Additional",82,54,90,85,78,1550,Other,Ontario
3557061,Sault Ste. Marie,87,57,96,84,81,73895,Other,Ontario
3557066,Prince,92,57,98,89,84,970,Other,Ontario
3557071,Sagamok,54,44,82,71,63,885,First Nation,Ontario
3557072,Serpent River 7,65,46,86,72,67,340,First Nation,Ontario
3557073,Mississagi River 8,64,48,87,80,70,415,First Nation,Ontario
3557074,Garden River 14,63,48,87,80,69,985,First Nation,Ontario
3557075,Rankin Location 15D,62,48,84,79,68,565,First Nation,Ontario
3557076,Michipicoten,88,56,93,85,81,3185,Other,Ontario
3557077,Goulais Bay 15A,,,,,64,85,First Nation,Ontario
3557078,Gros Cap 49,,,,,,55,First Nation,Ontario
3557079,Dubreuilville,92,42,94,86,78,765,Other,Ontario
3557082,Missanabie 62,,,,,,,First Nation,Ontario
3557091,White River,88,48,92,91,80,845,Other,Ontario
3557094,"Algoma, Unorganized, South East Part",,,,,,,Other,Ontario
3557095,"Algoma, Unorganized, North Part",82,51,95,78,77,5725,Other,Ontario
3557096,Hornepayne,92,50,97,89,82,1200,Other,Ontario
3558001,Neebing,89,60,93,83,81,2185,Other,Ontario
3558003,Fort William 52,67,46,83,73,67,910,First Nation,Ontario
3558004,Thunder Bay,87,58,96,85,82,107290,Other,Ontario
3558011,Oliver Paipoonge,91,58,98,89,84,5755,Other,Ontario
3558012,Gillies,81,60,90,75,76,545,Other,Ontario
3558016,O'Connor,90,53,93,86,81,720,Other,Ontario
3558019,Conmee,80,58,93,84,79,740,Other,Ontario
3558028,Shuniah,93,63,97,82,84,2910,Other,Ontario
3558034,Dorion,89,52,91,80,78,380,Other,Ontario
3558041,Red Rock,90,56,93,78,79,1065,Other,Ontario
3558044,Nipigon,85,47,96,83,78,1720,Other,Ontario
3558051,Schreiber,88,50,93,77,77,900,Other,Ontario
3558054,Terrace Bay,97,57,99,76,82,1610,Other,Ontario
3558059,Marathon,95,57,96,88,84,3850,Other,Ontario
3558060,Pic Mobert North,,,,,52,135,First Nation,Ontario
3558061,Pic Mobert South,,,,,53,105,First Nation,Ontario
3558062,Pic River 50,71,48,84,81,71,380,First Nation,Ontario
3558063,Pays Plat 51,,,,,62,80,First Nation,Ontario
3558064,Lake Helen 53A,66,40,77,81,66,285,First Nation,Ontario
3558065,Gull River 55,,,,,,,First Nation,Ontario
3558066,Manitouwadge,93,55,95,85,82,2290,Other,Ontario
3558067,Ginoogaming First Nation,,,,,61,175,First Nation,Ontario
3558068,Long Lake 58,51,26,77,68,55,420,First Nation,Ontario
3558069,Rocky Bay 1,,,,,56,155,First Nation,Ontario
3558075,Greenstone,90,47,95,84,79,4860,Other,Ontario
3558076,Aroland 83,54,30,74,72,57,325,First Nation,Ontario
3558080,Ojibway Nation of Saugeen (Savant Lake),,,,,,,First Nation,Ontario
3558085,Osnaburgh 63A,,,,,37,155,First Nation,Ontario
3558090,"Thunder Bay, Unorganized",87,57,93,83,80,6585,Other,Ontario
3558095,Seine River 22A2,,,,,,,First Nation,Ontario
3558097,Whitesand,,,,,51,245,First Nation,Ontario
3558100,Lac des Mille Lacs 22A1,,,,,,,First Nation,Ontario
3559001,Atikokan,90,52,95,86,80,3220,Other,Ontario
3559011,Alberton,91,60,99,87,84,935,Other,Ontario
3559012,Fort Frances,88,57,95,86,82,7915,Other,Ontario
3559016,La Vallee,83,54,97,92,81,1065,Other,Ontario
3559019,Emo,82,50,90,89,78,1325,Other,Ontario
3559024,Chapple,73,40,86,87,71,850,Other,Ontario
3559026,Manitou Rapids 11,,,,,64,225,First Nation,Ontario
3559031,Morley,81,51,98,90,80,495,Other,Ontario
3559040,Dawson,78,54,90,75,74,620,Other,Ontario
3559042,Rainy River,84,49,95,79,77,885,Other,Ontario
3559047,Lake of the Woods,77,53,96,89,79,320,Other,Ontario
3559048,Sabaskong Bay (Part) 35C,,,,,,,First Nation,Ontario
3559051,Big Grassy River 35G,,,,,60,200,First Nation,Ontario
3559052,Big Island Mainland 93,,,,,,,First Nation,Ontario
3559053,Saug-a-Gaw-Sing 1,,,,,55,100,First Nation,Ontario
3559060,Neguaguon Lake 25D,62,35,62,84,61,260,First Nation,Ontario
3559061,Rainy Lake 18C,,,,,65,95,First Nation,Ontario
3559062,Agency 1,,,,,,,First Nation,Ontario
3559063,Couchiching 16A,67,48,80,83,69,690,First Nation,Ontario
3559064,Rainy Lake 26A,,,,,70,130,First Nation,Ontario
3559065,Seine River 23B,,,,,,,First Nation,Ontario
3559066,Seine River 23A,51,40,67,71,57,275,First Nation,Ontario
3559068,Rainy Lake 17A,,,,,62,185,First Nation,Ontario
3559069,Rainy Lake 17B,,,,,,,First Nation,Ontario
3559090,"Rainy River, Unorganized",88,52,92,86,79,1420,Other,Ontario
3559092,Long Sault 12,,,,,,,First Nation,Ontario
3560001,Ignace,84,44,95,84,77,1430,Other,Ontario
3560004,Whitefish Bay 32A,44,39,66,77,57,620,First Nation,Ontario
3560005,Whitefish Bay 33A,,,,,,55,First Nation,Ontario
3560007,Sabaskong Bay (Part) 35C,,,,,,,First Nation,Ontario
3560008,Sioux Narrows - Nestor Falls,84,56,96,87,81,670,Other,Ontario
3560010,Kenora,89,56,95,87,82,14950,Other,Ontario
3560021,Machin,85,48,94,88,79,980,Other,Ontario
3560024,Eagle Lake 27,,,,,60,235,First Nation,Ontario
3560027,Dryden,90,57,95,87,82,8080,Other,Ontario
3560032,Ear Falls,92,57,93,92,83,1150,Other,Ontario
3560034,Sioux Lookout,90,57,94,93,83,5145,Other,Ontario
3560042,Red Lake,94,56,93,90,83,4475,Other,Ontario
3560046,Slate Falls,,,,,57,160,First Nation,Ontario
3560049,Pickle Lake,84,50,69,89,73,480,Other,Ontario
3560050,Fort Albany (Part) 67,,,,,,,First Nation,Ontario
3560051,Attawapiskat 91A,,,,,,,First Nation,Ontario
3560052,Marten Falls 65,,,,,47,220,First Nation,Ontario
3560053,Fort Hope 64,41,13,70,58,46,1140,First Nation,Ontario
3560054,Cat Lake 63C,43,13,47,68,43,495,First Nation,Ontario
3560055,Osnaburgh 63B,40,11,54,65,43,350,First Nation,Ontario
3560056,Lac Seul 28,58,30,67,79,59,820,First Nation,Ontario
3560057,Wabigoon Lake 27,,,,,63,145,First Nation,Ontario
3560058,English River 21,44,29,56,67,49,635,First Nation,Ontario
3560059,Weagamow Lake 87,59,22,74,84,60,700,First Nation,Ontario
3560060,Northwest Angle 33B,,,,,,,First Nation,Ontario
3560061,Wabaseemoong,48,24,59,70,50,785,First Nation,Ontario
3560062,Lake Of The Woods 31G,,,,,,,First Nation,Ontario
3560063,Sabaskong Bay 35D,53,34,49,81,54,390,First Nation,Ontario
3560064,Shoal Lake 34B2,,,,,55,130,First Nation,Ontario
3560065,Lake Of The Woods 37,,,,,,55,First Nation,Ontario
3560066,Kenora 38B,49,35,63,73,55,350,First Nation,Ontario
3560067,Poplar Hill,43,8,65,70,46,455,First Nation,Ontario
3560068,Shoal Lake (Part) 39A,56,35,67,72,58,350,First Nation,Ontario
3560069,Rat Portage 38A,,,,,,,First Nation,Ontario
3560070,Deer Lake,48,19,63,68,49,680,First Nation,Ontario
3560071,Sandy Lake 88,51,25,61,66,51,1845,First Nation,Ontario
3560072,Wunnumin 2,,,,,,,First Nation,Ontario
3560074,Wapekeka 1,,,,,,,First Nation,Ontario
3560075,Kitchenuhmaykoosib Aaki 84 (Big Trout Lake),54,14,62,74,51,915,First Nation,Ontario
3560076,Sachigo Lake 1,52,23,65,75,54,450,First Nation,Ontario
3560077,Pikangikum 14,,,,,,,First Nation,Ontario
3560078,Fort Severn 89,,,,,,,First Nation,Ontario
3560079,Webequie,48,22,60,63,48,615,First Nation,Ontario
3560080,North Spirit Lake,53,20,63,77,53,255,First Nation,Ontario
3560081,Lansdowne House,,,,,,,First Nation,Ontario
3560082,Shoal Lake (Part) 40,,,,,52,110,First Nation,Ontario
3560083,Whitefish Bay 34A,,,,,63,95,First Nation,Ontario
3560084,Wabauskang 21,,,,,53,85,First Nation,Ontario
3560085,Wunnumin 1,54,14,68,78,54,485,First Nation,Ontario
3560086,Summer Beaver,52,9,61,75,49,360,First Nation,Ontario
3560087,Sachigo Lake 2,,,,,,,First Nation,Ontario
3560088,Wapekeka 2,43,7,75,80,51,350,First Nation,Ontario
3560089,The Dalles 38C,,,,,57,155,First Nation,Ontario
3560090,"Kenora, Unorganized",89,57,93,85,81,7045,Other,Ontario
3560091,Peawanuck,,,,,56,220,First Nation,Ontario
3560093,Neskantaga,57,6,64,71,50,265,First Nation,Ontario
3560095,Bearskin Lake,59,31,70,81,61,460,First Nation,Ontario
3560096,Kasabonika Lake,44,15,55,74,47,680,First Nation,Ontario
3560097,Muskrat Dam Lake,62,26,71,91,62,255,First Nation,Ontario
3560098,Kingfisher Lake 1,53,14,65,77,52,415,First Nation,Ontario
3560100,Wawakapewin (Long Dog Lake),,,,,,,First Nation,Ontario
3560102,MacDowell Lake,,,,,,,First Nation,Ontario
3560104,Kee-Way-Win,54,20,38,69,45,315,First Nation,Ontario
4601035,Stuartburn,69,34,89,87,70,1580,Other,Manitoba
4601039,Piney,75,40,94,86,73,1755,Other,Manitoba
4601043,Reynolds,75,35,94,87,73,1410,Other,Manitoba
4601046,Whitemouth,75,39,92,89,74,1460,Other,Manitoba
4601051,Pinawa,84,64,99,77,81,1450,Other,Manitoba
4601057,Lac du Bonnet,84,50,94,84,78,2770,Other,Manitoba
4601060,Lac du Bonnet,79,47,91,85,76,975,Other,Manitoba
4601070,Buffalo Point 36,,,,,77,140,First Nation,Manitoba
4601071,Alexander,85,48,96,79,77,2955,Other,Manitoba
4601075,Powerview-Pine Falls,85,54,96,90,81,1295,Other,Manitoba
4601078,Victoria Beach,100,69,94,71,83,385,Other,Manitoba
4601079,Shoal Lake (Part) 40,,,,,,,First Nation,Manitoba
4601082,Shoal Lake (Part) 39A,,,,,,,First Nation,Manitoba
4601094,"Division No.  1, Unorganized",92,64,95,86,84,1130,Other,Manitoba
4601096,Reed River 36A,,,,,,,First Nation,Manitoba
4602025,Franklin,72,43,92,87,73,1770,Other,Manitoba
4602026,Roseau Rapids 2A,,,,,48,125,First Nation,Manitoba
4602027,Roseau River 2,44,34,50,69,49,570,First Nation,Manitoba
4602032,De Salaberry,73,48,96,91,77,3330,Other,Manitoba
4602037,St-Pierre-Jolys,77,48,98,93,79,815,Other,Manitoba
4602041,Hanover,72,42,93,90,74,11815,Other,Manitoba
4602044,Steinbach,80,49,96,90,79,10845,Other,Manitoba
4602046,Niverville,78,53,95,91,79,2460,Other,Manitoba
4602053,La Broquerie,73,52,95,88,77,3660,Other,Manitoba
4602057,Ste. Anne,77,43,94,88,75,4510,Other,Manitoba
4602061,Ste. Anne,78,48,94,90,77,1460,Other,Manitoba
4602069,Taché,81,57,94,92,81,9085,Other,Manitoba
4602075,Ritchot,87,58,98,94,84,5050,Other,Manitoba
4603030,Montcalm,79,51,96,93,80,1315,Other,Manitoba
4603033,Emerson,90,44,95,92,80,670,Other,Manitoba
4603036,Rhineland,67,33,93,89,71,4125,Other,Manitoba
4603038,Gretna,72,53,94,93,78,575,Other,Manitoba
4603040,Altona,81,41,96,90,77,3620,Other,Manitoba
4603042,Plum Coulee,68,31,79,90,67,770,Other,Manitoba
4603047,Stanley,66,39,91,90,72,6365,Other,Manitoba
4603050,Winkler,74,35,97,88,73,8925,Other,Manitoba
4603053,Morden,79,50,97,91,79,6490,Other,Manitoba
4603058,Thompson,68,41,95,92,74,1255,Other,Manitoba
4603062,Roland,71,39,92,92,73,1000,Other,Manitoba
4603065,Morris,76,41,94,90,75,2665,Other,Manitoba
4603067,Morris,78,44,92,90,76,1600,Other,Manitoba
4603072,Dufferin,77,51,90,94,78,2200,Other,Manitoba
4603074,Carman,80,49,97,88,78,2800,Other,Manitoba
4604033,Pembina,68,47,94,91,75,1710,Other,Manitoba
4604035,Manitou,83,50,99,91,81,695,Other,Manitoba
4604039,Louise,70,57,93,95,79,820,Other,Manitoba
4604044,Pilot Mound,83,44,97,87,78,580,Other,Manitoba
4604046,Crystal City,81,50,95,87,78,395,Other,Manitoba
4604051,Roblin,62,35,96,88,70,965,Other,Manitoba
4604053,Cartwright,76,55,99,85,79,270,Other,Manitoba
4604057,Argyle,68,38,93,94,74,1045,Other,Manitoba
4604063,Lorne,70,41,91,89,73,2000,Other,Manitoba
4604066,Somerset,79,45,100,91,79,425,Other,Manitoba
4604068,Swan Lake  7,45,21,68,61,49,345,First Nation,Manitoba
4605024,Turtle Mountain,77,52,95,94,79,1100,Other,Manitoba
4605027,Killarney,77,51,98,88,78,2120,Other,Manitoba
4605031,Morton,83,56,93,95,82,720,Other,Manitoba
4605033,Boissevain,81,47,95,88,78,1425,Other,Manitoba
4605037,Winchester,72,49,100,89,77,595,Other,Manitoba
4605039,Deloraine,84,44,94,87,77,930,Other,Manitoba
4605043,Brenda,70,50,90,94,76,545,Other,Manitoba
4605047,Waskada,,,,,74,200,Other,Manitoba
4605050,Arthur,80,53,75,97,76,440,Other,Manitoba
4605052,Melita,78,40,96,91,76,1030,Other,Manitoba
4605055,Edward,87,41,85,93,76,620,Other,Manitoba
4605058,Albert,75,46,95,99,79,340,Other,Manitoba
4605061,Cameron,62,36,85,98,70,435,Other,Manitoba
4605063,Hartney,76,39,98,80,73,380,Other,Manitoba
4605067,Whitewater,71,41,89,89,73,645,Other,Manitoba
4605070,Riverside,74,52,93,91,77,800,Other,Manitoba
4605076,Strathcona,76,43,91,90,75,725,Other,Manitoba
4606015,Sifton,69,48,93,86,74,795,Other,Manitoba
4606018,Oak Lake,67,47,95,84,73,360,Other,Manitoba
4606023,Pipestone,79,43,91,92,76,1385,Other,Manitoba
4606028,Wallace,69,47,95,93,76,1505,Other,Manitoba
4606029,Canupawakpa Dakota First Nation (Oak Lake 59),52,33,80,67,58,295,First Nation,Manitoba
4606030,Elkhorn,73,41,92,92,74,435,Other,Manitoba
4606034,Virden,84,49,96,90,80,2895,Other,Manitoba
4606037,Woodworth,76,54,86,93,77,885,Other,Manitoba
4606040,Sioux Valley Dakota Nation,47,36,70,67,55,1080,First Nation,Manitoba
4607038,South Cypress,60,43,95,86,71,835,Other,Manitoba
4607041,Glenboro,80,49,98,87,79,610,Other,Manitoba
4607045,Oakland,77,57,94,91,80,1035,Other,Manitoba
4607047,Wawanesa,85,63,91,93,83,510,Other,Manitoba
4607051,Glenwood,66,49,96,91,75,640,Other,Manitoba
4607053,Souris,81,55,97,88,80,1730,Other,Manitoba
4607057,Whitehead,87,60,96,95,84,1405,Other,Manitoba
4607060,Cornwallis,85,57,94,92,82,4060,Other,Manitoba
4607062,Brandon,84,58,95,89,82,40705,Other,Manitoba
4607065,North Cypress,79,50,94,92,79,1900,Other,Manitoba
4607068,Carberry,81,49,96,88,78,1465,Other,Manitoba
4607071,Elton,80,48,90,93,78,1290,Other,Manitoba
4607075,Daly,66,47,87,95,74,865,Other,Manitoba
4607077,Rivers,71,49,89,86,74,1155,Other,Manitoba
4608031,South Norfolk,72,40,94,88,74,1170,Other,Manitoba
4608033,Notre Dame de Lourdes,78,47,97,96,80,525,Other,Manitoba
4608038,Treherne,81,49,96,91,79,620,Other,Manitoba
4608039,Long Plain (Part) 6,,,,,,,First Nation,Manitoba
4608042,Victoria,73,45,97,93,77,1145,Other,Manitoba
4608045,North Norfolk,66,37,91,90,71,2735,Other,Manitoba
4608048,MacGregor,81,50,99,90,80,895,Other,Manitoba
4608054,Lansdowne,70,45,89,96,75,710,Other,Manitoba
4608059,Westbourne,65,40,95,96,74,1945,Other,Manitoba
4608061,Gladstone,79,49,91,90,78,745,Other,Manitoba
4608066,Lakeview,71,56,95,89,78,340,Other,Manitoba
4608069,Sandy Bay 5,35,18,39,53,36,2520,First Nation,Manitoba
4608072,Glenella,60,32,90,86,67,515,Other,Manitoba
4609017,Grey,72,43,95,91,75,2005,Other,Manitoba
4609020,St. Claude,80,51,96,94,80,560,Other,Manitoba
4609024,Portage la Prairie,78,48,92,90,77,6790,Other,Manitoba
4609025,Long Plain (Part) 6,38,22,59,55,44,750,First Nation,Manitoba
4609026,Dakota Plains 6A,,,,,47,65,First Nation,Manitoba
4609027,Dakota Tipi 1,,,,,49,155,First Nation,Manitoba
4609029,Portage la Prairie,80,51,95,88,79,12110,Other,Manitoba
4610035,Macdonald,89,61,94,92,84,5650,Other,Manitoba
4610043,Cartier,71,40,95,90,74,3155,Other,Manitoba
4610052,St. François Xavier,90,63,97,93,86,1090,Other,Manitoba
4611040,Winnipeg,86,61,94,88,82,625695,Other,Manitoba
4611042,Headingley,95,66,95,94,87,2085,Other,Manitoba
4612047,Springfield,91,58,96,90,84,12950,Other,Manitoba
4612054,Brokenhead,81,48,92,89,78,3940,Other,Manitoba
4612056,Beausejour,81,44,96,86,77,2725,Other,Manitoba
4613032,East St. Paul,97,69,97,88,88,8735,Other,Manitoba
4613037,West St. Paul,88,60,98,90,84,4165,Other,Manitoba
4613043,St. Andrews,89,59,96,90,84,11355,Other,Manitoba
4613047,Selkirk,82,50,92,87,78,9010,Other,Manitoba
4613049,Dunnottar,93,56,97,81,82,695,Other,Manitoba
4613056,St. Clements,87,57,95,89,82,9700,Other,Manitoba
4613062,Brokenhead 4,53,29,83,78,61,465,First Nation,Manitoba
4614015,Rosser,79,51,95,94,80,1360,Other,Manitoba
4614031,Woodlands,77,49,95,90,78,3560,Other,Manitoba
4614036,Rockwood,82,51,96,91,80,7030,Other,Manitoba
4614039,Stonewall,86,56,98,91,83,4310,Other,Manitoba
4614042,Teulon,81,42,97,83,76,1100,Other,Manitoba
4615018,Langford,80,55,95,87,79,790,Other,Manitoba
4615020,Neepawa,81,47,95,89,78,3160,Other,Manitoba
4615023,Odanah,66,46,91,91,74,540,Other,Manitoba
4615027,Saskatchewan,68,54,97,98,79,590,Other,Manitoba
4615029,Rapid City,77,45,86,84,73,420,Other,Manitoba
4615033,Blanshard,71,46,90,93,75,585,Other,Manitoba
4615036,Hamiota,77,65,89,97,82,440,Other,Manitoba
4615038,Hamiota,82,50,97,94,81,790,Other,Manitoba
4615041,Miniota,62,45,95,93,74,905,Other,Manitoba
4615042,Birdtail Creek 57,39,24,73,58,49,345,First Nation,Manitoba
4615046,Archie,67,53,87,96,76,370,Other,Manitoba
4615048,Ellice,75,46,94,90,76,395,Other,Manitoba
4615049,Gambler 63 (Part),,,,,,,First Nation,Manitoba
4615051,St-Lazare,87,45,100,88,80,265,Other,Manitoba
4615055,Birtle,72,47,95,95,77,665,Other,Manitoba
4615057,Birtle,81,51,96,93,81,645,Other,Manitoba
4615060,Shoal Lake,78,49,90,95,78,555,Other,Manitoba
4615062,Shoal Lake,74,45,96,91,77,630,Other,Manitoba
4615064,Strathclair,75,49,94,90,77,840,Other,Manitoba
4615067,Keeseekoowenin 61,,,,,,,First Nation,Manitoba
4615069,Harrison,77,46,90,89,76,775,Other,Manitoba
4615071,Rolling River 67,54,37,63,81,59,335,First Nation,Manitoba
4615073,Minto,79,45,99,96,80,665,Other,Manitoba
4615075,Minnedosa,83,53,94,89,80,2420,Other,Manitoba
4615078,Rosedale,61,34,91,91,70,1660,Other,Manitoba
4615091,Clanwilliam,85,52,92,91,80,495,Other,Manitoba
4615093,Erickson,78,50,92,91,78,430,Other,Manitoba
4615095,Park (South),84,57,98,89,82,1005,Other,Manitoba
4616002,Rossburn,73,44,93,92,75,515,Other,Manitoba
4616007,Rossburn,69,36,88,84,69,520,Other,Manitoba
4616017,Waywayseecappo First Nation,42,26,67,63,50,1125,First Nation,Manitoba
4616019,Silver Creek,86,46,94,94,80,480,Other,Manitoba
4616024,Russell,80,50,89,92,78,660,Other,Manitoba
4616025,Gambler 63 (Part),,,,,59,80,First Nation,Manitoba
4616029,Binscarth,85,55,83,91,79,395,Other,Manitoba
4616032,Russell,80,46,95,85,76,1385,Other,Manitoba
4616038,Shellmouth-Boulton,74,44,96,87,75,905,Other,Manitoba
4616045,Hillsburg,69,34,92,95,73,485,Other,Manitoba
4616046,Valley River 63A,36,27,60,65,47,430,First Nation,Manitoba
4616049,Shell River,75,38,91,91,74,930,Other,Manitoba
4616052,Roblin,75,41,96,86,74,1620,Other,Manitoba
4616063,Park (North),68,28,90,86,68,290,Other,Manitoba
4617026,Alonsa,59,33,87,77,64,1440,Other,Manitoba
4617029,Ebb and Flow 52,38,25,63,55,45,1190,First Nation,Manitoba
4617034,McCreary,74,51,94,86,76,475,Other,Manitoba
4617036,McCreary,71,44,97,83,74,460,Other,Manitoba
4617040,Ste. Rose,72,44,94,92,76,785,Other,Manitoba
4617042,Ste. Rose du Lac,75,41,92,83,73,920,Other,Manitoba
4617045,Ochre River,81,58,95,90,81,930,Other,Manitoba
4617048,Dauphin,82,55,95,92,81,2325,Other,Manitoba
4617050,Dauphin,80,49,94,85,77,7740,Other,Manitoba
4617053,Gilbert Plains,78,48,92,89,77,830,Other,Manitoba
4617055,Gilbert Plains,77,41,95,83,74,730,Other,Manitoba
4617057,Grandview,83,47,91,93,78,720,Other,Manitoba
4617060,Grandview,74,37,90,82,71,785,Other,Manitoba
4617063,Ethelbert,75,43,92,79,72,380,Other,Manitoba
4617067,Ethelbert,72,30,67,77,62,310,Other,Manitoba
4617071,Mossey River,71,45,95,91,76,615,Other,Manitoba
4617073,Winnipegosis,87,36,91,75,72,595,Other,Manitoba
4617076,Lawrence,68,39,95,84,71,500,Other,Manitoba
4617092,"Division No. 17, Unorganized",,,,,,,Other,Manitoba
4618031,Gimli,87,55,96,85,81,5695,Other,Manitoba
4618034,Winnipeg Beach,83,46,92,82,76,1030,Other,Manitoba
4618037,Armstrong,70,45,91,88,73,1920,Other,Manitoba
4618040,St. Laurent,75,42,87,85,72,1445,Other,Manitoba
4618044,Coldwell,75,42,91,90,75,1320,Other,Manitoba
4618052,Eriksdale,76,42,87,85,72,890,Other,Manitoba
4618055,Dog Creek 46,45,19,58,66,47,615,First Nation,Manitoba
4618057,Siglunes,73,40,88,88,72,1460,Other,Manitoba
4618060,Grahamdale,75,48,93,90,76,1410,Other,Manitoba
4618063,Little Saskatchewan 48,15,22,53,64,39,445,First Nation,Manitoba
4618067,Fairford (Part) 50,33,37,57,48,44,905,First Nation,Manitoba
4618068,Fisher,70,35,89,87,70,1920,Other,Manitoba
4618071,Bifrost,72,38,94,87,73,2965,Other,Manitoba
4618074,Arborg,81,49,93,90,78,970,Other,Manitoba
4618077,Riverton,67,33,90,78,67,530,Other,Manitoba
4618091,"Division No. 18, Unorganized, East Part",,,,,72,85,Other,Manitoba
4618093,"Division No. 18, Unorganized, West Part",,,,,,,Other,Manitoba
4619045,"Division No. 19, Unorganized",61,32,77,72,61,3210,Other,Manitoba
4619050,Fort Alexander 3,49,34,51,68,50,2120,First Nation,Manitoba
4619051,Little Grand Rapids 14,49,16,49,59,43,795,First Nation,Manitoba
4619052,Bloodvein 12,44,23,46,63,44,575,First Nation,Manitoba
4619053,Hole or Hollow Water 10,50,30,48,70,49,620,First Nation,Manitoba
4619054,Black River 9,40,29,52,67,47,460,First Nation,Manitoba
4619056,Fisher River 44,59,38,65,75,59,1130,First Nation,Manitoba
4619058,Fisher River 44A,,,,,,45,First Nation,Manitoba
4619059,Peguis 1B,41,37,67,66,53,2520,First Nation,Manitoba
4619060,Fairford (Part) 50,,,,,,,First Nation,Manitoba
4619061,Jackhead 43,49,26,67,67,52,280,First Nation,Manitoba
4619062,Dauphin River 48A,,,,,52,85,First Nation,Manitoba
4619065,The Narrows 49,25,26,50,61,40,505,First Nation,Manitoba
4619068,Crane River 51,53,24,60,70,52,420,First Nation,Manitoba
4619069,Waterhen 45,46,24,56,63,47,390,First Nation,Manitoba
4619070,Pine Creek 66A,41,17,60,54,43,615,First Nation,Manitoba
4619071,Swan Lake 65C,,,,,24,150,First Nation,Manitoba
4619072,Shoal River Indian Reserve 65A,46,26,56,56,46,600,First Nation,Manitoba
4619075,Poplar River 16,49,15,62,71,49,645,First Nation,Manitoba
4619077,Berens River 13,38,17,48,61,41,775,First Nation,Manitoba
4619079,Pauingassi First Nation,47,8,57,57,42,350,First Nation,Manitoba
4619082,Chemawawin 3,,,,,,,First Nation,Manitoba
4620032,Mountain (South),64,34,86,78,65,570,Other,Manitoba
4620037,Minitonas,74,51,91,92,77,1120,Other,Manitoba
